slurm-748455.out:DATA, 3, 32, 1000000, (null), 749068.141000
slurm-748456.out:DATA, 3, 32, 1000000, (null), 811914.683000
slurm-748457.out:DATA, 3, 32, 1000000, (null), 751076.326000
slurm-748458.out:DATA, 3, 32, 1000000, (null), 859245.973000
slurm-748459.out:DATA, 3, 32, 1000000, (null), 749668.615000
slurm-748460.out:DATA, 3, 32, 1000000, (null), 750266.002000
slurm-748461.out:DATA, 3, 32, 1000000, (null), 886527.310000
slurm-748462.out:DATA, 3, 32, 1000000, (null), 750504.870000
slurm-748463.out:DATA, 3, 32, 1000000, (null), 763878.385000
slurm-748464.out:DATA, 3, 32, 1000000, (null), 892884.926000
slurm-748465.out:DATA, 3, 32, 1000000, (null), 780358.101000
slurm-748467.out:DATA, 3, 32, 1000000, (null), 759421.775000
slurm-748468.out:DATA, 3, 32, 1000000, (null), 950487.199000
slurm-748469.out:DATA, 3, 32, 1000000, (null), 755037.544000
slurm-748470.out:DATA, 3, 32, 1000000, (null), 753307.191000
slurm-748471.out:DATA, 3, 32, 1000000, (null), 936075.635000
slurm-748472.out:DATA, 3, 32, 1000000, (null), 743635.104000
slurm-748473.out:DATA, 3, 32, 1000000, (null), 755459.567000
slurm-748474.out:DATA, 3, 32, 1000000, (null), 946864.423000
slurm-748475.out:DATA, 3, 32, 1000000, (null), 740685.056000
slurm-748476.out:DATA, 3, 32, 1000000, (null), 766831.380000
slurm-748477.out:DATA, 3, 32, 1000000, (null), 755526.315000
slurm-748480.out:DATA, 3, 32, 1000000, (null), 756100.826000
slurm-748481.out:DATA, 3, 32, 1000000, (null), 751841.690000
slurm-748482.out:DATA, 3, 32, 1000000, (null), 938269.085000
slurm-748483.out:DATA, 3, 32, 1000000, (null), 778013.756000
slurm-748484.out:DATA, 3, 32, 1000000, (null), 770481.115000
slurm-748485.out:DATA, 3, 32, 1000000, (null), 920417.346000
slurm-748486.out:DATA, 3, 32, 1000000, (null), 744925.951000
slurm-748487.out:DATA, 3, 32, 1000000, (null), 765074.832000
slurm-748488.out:DATA, 3, 32, 1000000, (null), 884257.436000
slurm-748489.out:DATA, 3, 32, 1000000, (null), 747086.011000
slurm-748490.out:DATA, 3, 32, 1000000, (null), 745067.055000
slurm-748491.out:DATA, 3, 32, 1000000, (null), 766838.853000
slurm-748492.out:DATA, 3, 32, 1000000, (null), 893434.149000
slurm-748493.out:DATA, 3, 32, 1000000, (null), 743300.951000
slurm-748494.out:DATA, 3, 32, 1000000, (null), 743243.674000
slurm-748495.out:DATA, 3, 32, 1000000, (null), 895447.759000
slurm-748496.out:DATA, 3, 32, 1000000, (null), 760133.353000
slurm-748497.out:DATA, 3, 32, 1000000, (null), 749684.647000
slurm-748498.out:DATA, 3, 32, 1000000, (null), 938642.701000
slurm-748499.out:DATA, 3, 32, 1000000, (null), 746807.387000
slurm-748500.out:DATA, 3, 32, 1000000, (null), 751792.449000
slurm-748501.out:DATA, 3, 32, 1000000, (null), 776505.731000
slurm-752209.out:DATA, 3, 32, 500000, (null), 380795.647000
slurm-752211.out:DATA, 3, 32, 500000, (null), 404289.009000
slurm-752212.out:DATA, 3, 32, 500000, (null), 380513.692000
slurm-752213.out:DATA, 3, 32, 500000, (null), 458957.521000
slurm-752214.out:DATA, 3, 32, 500000, (null), 459369.600000
slurm-752215.out:DATA, 3, 32, 500000, (null), 460941.041000
slurm-752216.out:DATA, 3, 32, 500000, (null), 399525.987000
slurm-752218.out:DATA, 3, 32, 500000, (null), 385360.479000
slurm-752219.out:DATA, 3, 32, 500000, (null), 425932.051000
slurm-752220.out:DATA, 3, 32, 500000, (null), 388508.226000
slurm-752221.out:DATA, 3, 32, 500000, (null), 380613.836000
slurm-752222.out:DATA, 3, 32, 500000, (null), 369072.373000
slurm-752804.out:DATA, 3, 32, 10000, (null), 8359.157000
slurm-752806.out:DATA, 3, 32, 10000, (null), 8122.598000
slurm-752807.out:DATA, 3, 32, 10000, (null), 8246.875000
slurm-752809.out:DATA, 3, 32, 10000, (null), 8312.022000
slurm-752810.out:DATA, 3, 32, 10000, (null), 8225.818000
slurm-752811.out:DATA, 3, 32, 10000, (null), 8233.126000
slurm-752812.out:DATA, 3, 32, 10000, (null), 8270.129000
slurm-752813.out:DATA, 3, 32, 10000, (null), 8759.163000
slurm-752814.out:DATA, 3, 32, 10000, (null), 8130.805000
slurm-752815.out:DATA, 3, 32, 10000, (null), 8431.988000
slurm-752816.out:DATA, 3, 32, 10000, (null), 8318.529000
slurm-752817.out:DATA, 3, 32, 10000, (null), 8051.802000
slurm-752821.out:DATA, 3, 32, 100000, (null), 87616.477000
slurm-752823.out:DATA, 3, 32, 100000, (null), 79972.279000
slurm-752824.out:DATA, 3, 32, 100000, (null), 78079.898000
slurm-752825.out:DATA, 3, 32, 100000, (null), 82994.154000
slurm-752827.out:DATA, 3, 32, 100000, (null), 80776.873000
slurm-752828.out:DATA, 3, 32, 100000, (null), 84320.226000
slurm-752829.out:DATA, 3, 32, 100000, (null), 84111.962000
slurm-752830.out:DATA, 3, 32, 100000, (null), 81970.831000
slurm-752831.out:DATA, 3, 32, 100000, (null), 79437.281000
slurm-752832.out:DATA, 3, 32, 100000, (null), 79689.591000
slurm-752833.out:DATA, 3, 32, 100000, (null), 77017.777000
slurm-752834.out:DATA, 3, 32, 100000, (null), 82321.266000
